id;Esboço ou foto;Proveniência;Nome geográfico|taxonomy|multiple|status_public;Stam;Descrição;Denominação;Número de inventário;Grupo étnico;Usado;Local|taxonomy|multiple|status_public;Fotógrafo|taxonomy|multiple|status_public;Coletado;País|taxonomy|multiple|status_public;Origem|taxonomy|multiple|status_public;Coletado por;Comprimento;Resumo;Palavras-chave|taxonomy|multiple|status_public;URL;Palavras-chave;documentação de imagem;foto digital não;Largura;Categoria de material|taxonomy|multiple|status_public;Categoria de material2|taxonomy|multiple|status_public;papel;Ação de conservação;Mudar para;requisitos de montagem;Texto da exposição;Exposição, parte de / incluída em;Exposição, parte do estande / incluída;Juntos, materiais;Texto publicado;Juntos, texto da exposição, inglês;Exposição / incluído em;Palavras-chave, espanhol;Área de uso;Nota: Descrição;Avaliação da condição;Observação;Exposição / anterior;Original: publ;Original: negativo não;Original: desenho não;Materiais / fabricação;Texto da exposição, Encruzilhada;Texto da exposição, Crossroads, eng;special_document;special_attachments
288;;;América;Waiwai;Pilha de cascas de frutas e pérolas com penas presas nas pontas. Anexado aos aventais das mulheres para dar um som extra à dança.;deck;1927.07.0241;Hixkaryana, Mawayana, Wai wai, Wai-Wai, Karapayana, Uaiuais, Wai-wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0241, Hanover 1/10 1929., Walter Roth, Br.Guiana, Waiwai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai, Karapayana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/92919;;;;;;;;;Hannover 1/10 1929.;;;;;;;;;;;;;;;;;;;;;;
289;retrato falado;;Guiana Britânica;Wapixana;Colar de pérolas com folha de anta e bicos de tucano. Para crianças.;colar;1927.07.0186;; Wapixana -;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;35 cm;1927.07.0186, foto digital, 1927-07-0186, Walter Roth, Br.Guiana, esboço, Wapishana, Guiana Britânica, América, Guiana Britânica, Guiana;trevo animal (anta conforme carta cat.)||Bico superior||Fio de algodão e fibra vegetal||Nyctibiidae: Nyctibius sp.||Etnografia||bijuteria||contas de vidro;https://collections.smvk.se/carlotta-vkm/web/object/38657;colar;foto digital;1927-07-0186;;;;;;;;;;;;;;;;;;;;;;;;;;;file:289-604661.png;289-402222.png
290;retrato falado;;América;Wai-wai;Produto semi-acabado para cesta.;cesta;1927.07.0051c;Mawayana, Wai-wai, Uaiuais, Karapayana, Wai wai, Hixkaryana, Wai-Wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0051c, Walter Roth, Br.Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;armazenamento||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37569;cesta;;;18 cm;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:290-1049169.png;
291;retrato falado;;Guiana Britânica;Wapixana;Cinto semi-acabado para cinto mamuri. Com dois laços.;Produtos semi-acabados para cintos.;1927.07.0171;; Wapixana -;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0171, Walter Roth, Br.Guiana, esboço, Wapishana, Guiana Britânica, Guiana Britânica, América, Guiana;roupas e acessórios||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/38655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:291-1880138.png;
292;retrato falado;Sul da Guiana [[Haga]];Guiana Britânica;Wai-wai;Rede com enfeites de penas anexados.;maca;1927.07.0146;Karapayana, Hixkaryana, Wai-wai, Uaiuais, Mawayana, Wai wai, Wai-Wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;230 centímetros;1927.07.0146, Walter Roth, Br.Guiana, Guiana do Sul [[Haga]], esboço, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||inventário;https://collections.smvk.se/carlotta-vkm/web/object/37687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:292-1295948.png;
293;retrato falado;;Guiana Britânica;Wai-wai;Cesta;cesta;1927.07.0051b;Hixkaryana, Uaiuais, Wai wai, Karapayana, Wai-wai, Mawayana, Wai-Wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0051b, Walter Roth, Br.Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;armazenamento||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37567;cesta;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:293-1049165.png;
294;retrato falado;;América;Wapixana;Cinto semi-acabado para cinto mamuri. Com três laços.;cinto, semi-acabado;1927.07.0172;; Wapixana -;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0172, Walter Roth, Br.Guiana, esboço, Wapishana, América, Guiana Britânica, Guiana Britânica, Guiana;roupas e acessórios||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/38656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:294-1880142.png;
295;retrato falado;;Guiana Britânica;Wai-wai;Maca.;maca;1927.07.0147;Mawayana, Karapayana, Wai wai, Hixkaryana, Uaiuais, Wai-Wai, Wai-wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;180 centímetros;1927.07.0147, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||inventário;https://collections.smvk.se/carlotta-vkm/web/object/37688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:295-2032684.png;295-2032689.png
296;retrato falado;;Guiana Britânica;Wapixana;Modelo de compressa de mandioca, mostrando a construção do laço.;prensa de manequim;1927.07.0132d;; Wapixana -;Br.Guiana;Westling, Rose Marie;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0132d, Walter Roth, Br.Guiana, esboço, Wapishana, América, Guiana Britânica, Guiana Britânica, Guiana;Etnografia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/38653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:296-1963800.png;296-1963796.png
297;retrato falado;;Guiana Britânica;Wai-wai;Cesta;cesta;1927.07.0051a;Wai wai, Wai-Wai, Mawayana, Uaiuais, Wai-wai, Hixkaryana, Karapayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0051a, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;armazenamento||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37565;cesta;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:297-1049161.png;
298;retrato falado;;América;Wai-wai;(a) Furúnculos para zarabatanas envenenadas. Feito de bambu, com tampa de couro. (bm) Flecha envenenada para aljava 47a. (13º);caldeira + seta maçarico;1927.07.0047a-m;Wai-wai, Karapayana, Hixkaryana, Uaiuais, Wai wai, Mawayana, Wai-Wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Museu Etnográfico de Gotemburgo;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0047a-m, Walter Roth, Br.Guiana, esboço, Wai-wai, 1927.07.0047. a e 1927.07.0047b-m estão escritos em suas respectivas fichas de catálogo, mas têm os mesmos números gerais. Portanto, reuni os dados das duas fichas de catálogo deste item., América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/37444;;;;;;;;;;;;;;;;;;;;1927.07.0047. a e 1927.07.0047b-m estão escritos em suas respectivas fichas de catálogo, mas têm os mesmos números gerais. Portanto, combinei as informações dos dois cartões de catálogo neste post.;;;;;;;;;;file:298-2220287.png;
299;retrato falado;;América;Wapixana;Modelo de compressa de mandioca com alça reforçada.;prensa de manequim;1927.07.0132e;; Wapixana -;Br.Guiana;Westling, Rose Marie;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0132e, Walter Roth, Br.Guiana, esboço, Wapishana, América, Guiana Britânica, Guiana Britânica, Guiana;Etnografia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/38654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:299-1963804.png;299-1963808.png
300;retrato falado;;América;Wapixana;Modelo de compressa de mandioca, mostrando a construção do laço.;modelo;1927.07.0132b;; Wapixana -;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0132b, Walter Roth, Br.Guiana, esboço, Wapishana, América, Guiana Britânica, Guiana Britânica, Guiana;ferramentas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/38651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:300-1983612.png;300-1983605.png
301;retrato falado;;Guiana Britânica;Waiwai;Produto semi-acabado para bolsa pequena trançada.;bolsa;1927.07.0049;Uaiuais, Wai-Wai, Wai-wai, Karapayana, Mawayana, Hixkaryana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Kolosh, Elisabeth;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0049, produto semi-acabado, Walter Roth, Br.Guiana, esboço, Waiwai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai, Karapayana;armazenamento||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37563;bolsa;;;12 cm;espécime de planta;parte da planta;produtos semi-acabados;;;;;;;;;;;bolsa;;;;;;;;;;;;file:301-2805102.png;301-2805064.png||301-2805112.png||301-2805036.png||301-2805026.png||301-2805031.png||301-2805081.png||301-2805122.png||301-2805092.png||301-2805132.png||301-2805047.png
302;retrato falado;;Guiana Britânica;Wapixana;Modelo de compressa de mandioca, mostrando a construção do laço.;modelo;1927.07.0132c;; Wapixana -;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0132c, Walter Roth, Br.Guiana, esboço, Wapishana, América, Guiana Britânica, Guiana Britânica, Guiana;ferramentas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/38652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:302-1983625.png;302-1983617.png
303;retrato falado;;Guiana Britânica;Wapixana;Modelo de compressa de mandioca, mostrando a construção do laço.;prensa de manequim;1927.07.0132a;; Wapixana -;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0132a, Walter Roth, Br.Guiana, esboço, Wapishana, Guiana Britânica, América, Guiana Britânica, Guiana;ferramentas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/38650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:303-1983589.png;303-1983597.png
304;retrato falado;;Guiana Britânica;Wai-wai;Rede com enfeites de penas anexados.;maca;1927.07.0145;Wai-wai, Wai-Wai, Uaiuais, Hixkaryana, Karapayana, Mawayana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;200 centímetros;1927.07.0145, Walter Roth, Br.Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||inventário;https://collections.smvk.se/carlotta-vkm/web/object/37680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:304-1155445.png;
305;retrato falado;;Guiana Britânica;Wai-wai;Flauta, de bambu, 3 furos. Ornamentação queimada.;flauta;1927.07.0157;Wai-wai, Wai-Wai, Hixkaryana, Wai wai, Mawayana, Karapayana, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;26 cm;1927.07.0157, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||instrumento musical;https://collections.smvk.se/carlotta-vkm/web/object/37696;flauta;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:305-1983641.png;305-1983646.png
306;retrato falado;;Guiana Britânica;Wai-wai;Flauta, de bambu, 3 furos. Ornamentação queimada.;flauta;1927.07.0158;Mawayana, Wai-wai, Uaiuais, Wai-Wai, Wai wai, Karapayana, Hixkaryana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;27 centímetros;1927.07.0158, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;instrumento musical||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37697;flauta;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:306-1983658.png;306-1983653.png
307;retrato falado;;Guiana Britânica;Wai-wai;Flauta, de bambu, 3 furos.;flauta;1927.07.0155;Karapayana, Mawayana, Hixkaryana, Wai-wai, Wai wai, Wai-Wai, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;32,5 cm;1927.07.0155, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||instrumento musical;https://collections.smvk.se/carlotta-vkm/web/object/37694;flauta;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:307-1322978.png;
308;retrato falado;;Guiana Britânica;Wapixana;Avental feminino de pérolas.;avental feminino;1927.07.0236;; Wapixana -;Br.Guiana;Winther Åshaug, Ina Marie;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;35 cm;1927.07.0236, Walter Roth, Br.Guiana, esboço, Wapishana, Guiana Britânica, América, Guiana Britânica, Um avental para vestir, Guiana, tecido;Aashaug||roupas e acessórios||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/38662;;;;47 centímetros;;têxtil;;;;;Um avental para usar;;;tecido;;;;;;;;;;;;;;;;file:308-1049245.png;308-2326100.png||308-2326105.png
309;retrato falado;;Guiana Britânica;Wai-wai;Flauta, de bambu, 3 furos. Ornamentação queimada.;flauta;1927.07.0156;Wai-wai, Wai wai, Karapayana, Mawayana, Wai-Wai, Hixkaryana, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Westling, Rose Marie;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;19 cm;1927.07.0156, Walter Roth, Br.Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;instrumento musical||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37695;flauta;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:309-1957696.png;309-1957692.png||309-1957684.png||309-1957688.png||309-1957700.png||309-1957704.png
310;retrato falado;;Guiana Britânica;Wai-wai;Flauta de Pã, 4 tubos, ornamentada.;flauta doce;1927.07.0153;Karapayana, Wai wai, Uaiuais, Wai-Wai, Hixkaryana, Mawayana, Wai-wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Westling, Rose Marie;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;18 cm;1927.07.0153, Walter Roth, Br.Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;instrumento musical||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:310-1957708.png;310-1957720.png||310-1957712.png||310-1957716.png
311;retrato falado;;Guiana Britânica;Wai-wai;Flauta de Pã, 4 tubos, ornamentada.;Panpipe.;1927.07.0154;Wai-wai, Hixkaryana, Wai wai, Uaiuais, Karapayana, Mawayana, Wai-Wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;20 cm;1927.07.0154, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||instrumento musical;https://collections.smvk.se/carlotta-vkm/web/object/37693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:311-1983637.png;311-1983629.png
312;retrato falado;;Guiana Britânica;Wai-wai;Flauta de Pã, 4 tubos, ornamentada.;flauta doce;1927.07.0151;Wai-wai, Hixkaryana, Mawayana, Wai-Wai, Uaiuais, Karapayana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Westling, Rose Marie;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;15,5 centímetros;1927.07.0151, Walter Roth, Br.Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||instrumento musical;https://collections.smvk.se/carlotta-vkm/web/object/37690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:312-1957728.png;312-1957732.png||312-1957724.png||312-1957736.png
313;retrato falado;Rio Pirara;Guiana Britânica;;Stenyxa;Machado;1927.07.0073;;;Rio Pirara, fr. Guiana;Anderzen, Hannes;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;9,5 centímetros;1927.07.0073, Walter E. Roth, Rio Pirara, fr. Guiana, Rio Pirara, esboço, Guiana Britânica, América, Guiana Britânica, Guiana;arqueologia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/98973;;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:313-2024369.png;313-2024365.png
314;retrato falado;Rio Rupununi;Guiana Britânica;;Stenyxa;Stenyxa;1927.07.0072;;;Rio Rupuni, fr. Guiana;Winther Åshaug, Ina Marie;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;6,5 centímetros;1927.07.0072, Walter E. Roth, Rupuni River, fr. Guiana, Rio Rupununi, esboço, América, Guiana Britânica, Guiana Britânica, Guiana;ferramentas||arqueologia||Aashaug;https://collections.smvk.se/carlotta-vkm/web/object/98972;Pedra;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:314-2459255.png;314-2459250.png
315;retrato falado;;América;Wai-wai;Flauta de Pã, 4 tubos, não ornamentada.;flauta doce;1927.07.0152;Karapayana, Mawayana, Uaiuais, Wai wai, Wai-wai, Wai-Wai, Hixkaryana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;17 cm;1927.07.0152, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||instrumento musical;https://collections.smvk.se/carlotta-vkm/web/object/37691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;file:315-1880130.png;
316;retrato falado;Rio Potaro;América;;Objetos de pedra. Uso desconhecido.;sujeito;1927.07.0071;;;Rio Potaro, fr. Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter E. Roth;14 cm;1927.07.0071, Walter E. Roth, Potaro River, fr. Guiana, Rio Potaro, esboço, Guiana Britânica, América, Guiana Britânica, Guiana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/98971;Pedra;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:316-15374665.png;316-15374670.png||316-15374660.png||316-15374675.png||316-15374685.png||316-15374680.png
317;retrato falado;Rio Potaro;Guiana Britânica;;Choque de pedra.;choque;1927.07.0070;;;Rio Potaro, fr. Guiana;Anderzen, Hannes;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter E. Roth;18,5 centímetros;1927.07.0070, Walter E. Roth, Potaro River, fr. Guiana, Rio Potaro, esboço, América, Guiana Britânica, Guiana Britânica, Guiana;arqueologia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/98970;;;;;;Pedra;;;;;;;;;;;;;;;;;;;;;;;;file:317-2146595.png;317-2146590.png
318;retrato falado;Enaku, Rio Mazaruni;Guiana Britânica;;Choque de pedra. A parte superior esculpida em forma de cabeça de animal.;choque;1927.07.0066;;;Enaku, Rio Mazaruni, fr. Guiana, América do Sul;Anderzen, Hannes;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;15 cm;1927.07.0066, Walter E. Roth, Enaku, Rio Mazaruni, fr. Guiana, América do Sul, Enaku, Rio Mazarungi, fr. Guiana [[Haga]], Enaku, Rio Mazaruni, esboço, América, Guiana Britânica, Guiana Britânica, Guiana;ferramentas||arqueologia;https://collections.smvk.se/carlotta-vkm/web/object/98966;;;;;;Pedra;;;;;;;;;;;;;;;;;;;;;;;;file:318-2024361.png;318-2024353.png||318-2024357.png
319;retrato falado;Oranapai, Rio Mazarungi, fr. Guiana, Brasil [[Haga]];América;;Machado de pedra, formato curvo, pescoço esculpido em cabeça de animal.;Machado;1927.07.0065;;;Oranapai, Rio Mazaruni, fr. Guiana, América do Sul;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;16 cm;1927.07.0065, Walter E. Roth, Oranapai, Rio Mazaruni, fr. Guiana, América do Sul, Oranapai, Rio Mazarungi, fr. Guiana, Brasil [[Haga]], Oranapai, Rio Mazaruni, esboço, América, Guiana Britânica, Guiana Britânica, Guiana;ferramentas||arqueologia;https://collections.smvk.se/carlotta-vkm/web/object/98965;;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:319-1284716.png;319-1284712.png
320;retrato falado;Rio Potaro;América;;Choque de pedra.;choque;1927.07.0069;;;Rio Potaro, fr. Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;11 cm;1927.07.0069, Walter E. Roth, Potaro River, fr. Guiana, Rio Potaro, esboço, Guiana Britânica, Guiana Britânica, América, Guiana;arqueologia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/98969;;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;file:320-1931795.png;
321;retrato falado;Rio Potaro;Guiana Britânica;;Choque de pedra.;choque;1927.07.0068;;;Rio Potaro, fr. Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter E. Roth;8,5 centímetros;1927.07.0068, Walter E. Roth, Potaro River, fr. Guiana, Rio Potaro, esboço, América, Guiana Britânica, Guiana Britânica, Guiana;arqueologia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/98968;;;;;;Pedra;;;;;;;;;;;;;;;;;;;;;;;;file:321-15393177.png;321-15393192.png||321-15393187.png||321-15393182.png
322;retrato falado;Rio Potaro;Guiana Britânica;;Cunha (?) De pedra.;cunha;1927.07.0067;;;Rio Potaro, fr. Guiana;;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;12,5 cm;1927.07.0067, Walter E. Roth, Potaro River, fr. Guiana, Rio Potaro, esboço, Guiana Britânica, Guiana Britânica, América, Guiana;ferramentas||arqueologia;https://collections.smvk.se/carlotta-vkm/web/object/98967;;;;;;lítico;;;;;;;;;;;;;;;;;;;;;;;;;
323;retrato falado;;Guiana Britânica;Waiwai;Ferramenta de gravura de dente de porco da floresta adornada com penas.;ferramentas de gravação;1927.07.0247;Mawayana, Hixkaryana, Uaiuais, Wai wai, Karapayana, Wai-Wai, Wai-wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0247, foto digital, 1927-07-0247, Walter Roth, Br.Guiana, esboço, Waiwai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;Ramphastidae: Ramphastos tucanus / vitellinus||pena do corpo||Etnografia||fio de fibra vegetal||Tubo de bambu||cor preta||dentes||ferramentas||resina||Psittacidae: Ara macao;https://collections.smvk.se/carlotta-vkm/web/object/37901;;foto digital;1927-07-0247;;;;;;;;;;;;;;;;;;;;;;;;;;;file:323-1155509.png;323-600550.png
